DoB,SApM,SLpM,height,name,reach,record,stance,strAcc,strDef,subAvg,tdAcc,tdAvg,tdDef,weight
Apr 03 1977,1.10,3.08,"6' 1""",Chael Sonnen,73,29-15-1,Southpaw,43%,62%,0.4,59%,3.81,66%,205
Jul 13 1969,1.88,3.04,"5' 10""",Dave Strasser,,25-8-0,Orthodox,45%,59%,0.0,33%,0.72,33%,170
Aug 04 1979,2.95,0.98,"6' 10""",Wes Sims,,24-14-1 (2 NC),Orthodox,51%,37%,2.3,0%,0.00,40%,260
--,0.00,0.00,--,Paulo Santos,,0-3-0,,0%,0%,0.0,0%,0.00,0%,--
Sep 09 1983,3.46,0.84,"5' 9""",Harris Sarmiento,,36-26-0,Orthodox,25%,36%,0.0,60%,2.36,57%,155
Dec 12 1992,4.07,4.40,"5' 4""",Marilia Santos,,10-3-0,Orthodox,54%,53%,1.0,100%,1.00,66%,125
Jun 08 1985,12.92,0.46,"5' 10""",Takenori Sato,,19-11-7 (1 NC),Southpaw,33%,9%,0.0,0%,0.00,0%,170
Sep 30 1994,1.86,2.73,"5' 5""",Keisuke Sasu,69,10-2-1,Switch,49%,57%,2.6,30%,2.61,61%,145
May 28 1976,2.42,2.55,"6' 2""",Rory Singer,77,11-9-0,Orthodox,39%,63%,0.8,25%,0.39,64%,185
Nov 17 1980,4.42,2.97,"6' 1""",Dan Stittgen,,12-5-0,Orthodox,46%,37%,0.0,100%,0.78,100%,170
Jun 24 1989,4.31,3.52,"6' 1""",Brad Scott,76,11-6-0,Orthodox,41%,57%,0.7,15%,0.32,63%,170
--,4.00,4.40,"6' 1""",Luis Santos,,63-10-1 (1 NC),Southpaw,57%,64%,0.0,0%,0.00,0%,170
Jul 16 1977,7.42,3.31,"5' 3""",Rosi Sexton,,13-5-0,Orthodox,39%,41%,0.0,10%,0.75,80%,135
Jun 22 1989,6.00,3.60,"5' 11""",Henrique Shiguemoto,72,13-4-1,Orthodox,33%,16%,0.0,0%,0.00,50%,185
Sep 22 1986,2.97,3.67,"5' 11""",Elias Silverio,73,13-3-0,Orthodox,49%,51%,0.2,38%,1.62,85%,155
Dec 28 1992,2.25,2.12,"6' 1""",Niklas Stolze,74,12-6-0,Switch,48%,49%,0.7,100%,0.66,55%,155
Jun 19 1979,2.29,2.36,"6' 1""",Mike Swick,77,15-6-0,Orthodox,37%,54%,0.6,50%,1.06,61%,170
Apr 08 1993,4.61,2.75,"5' 7""",Julija Stoliarenko,66,10-8-2,,41%,44%,1.2,25%,0.70,62%,135
Feb 08 1983,5.53,1.47,"5' 7""",Will Santiago,,9-5-0,Orthodox,39%,56%,0.0,50%,1.00,100%,185
Oct 08 1982,2.90,3.85,"5' 8""",Ken Stone,71,11-4-0,Southpaw,49%,48%,0.6,33%,1.24,60%,135
Mar 22 1989,1.97,1.82,"5' 7""",Lazar Stojadinovic,68,12-5-0,Southpaw,29%,59%,0.0,0%,0.00,0%,145
--,0.00,0.00,"6' 1""",Nate Schroeder,,11-10-0,,0%,0%,0.0,0%,0.00,0%,230
Apr 09 1996,9.98,5.50,"6' 2""",Mitchell Sipe,,4-1-0,Orthodox,56%,46%,0.0,20%,1.53,0%,245
Aug 07 1982,0.00,0.00,"6' 1""",Chad Sutton,,2-2-0,,0%,0%,0.0,0%,0.00,0%,185
Dec 31 1981,3.02,2.69,"5' 10""",Diego Sanchez,72,31-13-0,Southpaw,37%,56%,0.8,24%,1.51,46%,170
Aug 28 1988,8.24,1.87,"5' 8""",Pat Schilling,,5-2-0,Orthodox,26%,52%,0.0,0%,0.00,0%,145
Jun 15 1982,2.44,2.05,"5' 7""",Joe Stevenson,70,33-16-0,Orthodox,44%,60%,2.2,44%,2.75,39%,145
--,0.00,0.00,--,Eric Smith,,1-1-0,Southpaw,0%,0%,0.0,0%,0.00,0%,--
--,0.22,0.00,"5' 6""",Daisuke Sugie,,10-8-1,Orthodox,0%,80%,3.3,50%,3.27,0%,160
Aug 04 1988,1.90,0.53,"6' 0""",Paul Sass,73,14-2-0,Orthodox,26%,51%,7.4,16%,0.53,33%,155
May 31 1970,2.08,1.37,"5' 11""",Takashi Sugiura,,1-3-0,Southpaw,40%,53%,0.0,66%,1.33,0%,225
--,0.00,0.00,--,Eric Schwartz,,2-0-0,,0%,0%,0.0,0%,0.00,0%,205
Dec 29 1980,0.87,0.87,"6' 4""",Josh Shockman,,6-3-0,Southpaw,32%,58%,0.0,0%,0.00,23%,235
Apr 23 1981,0.00,0.00,"6' 5""",Brandon Sayles,,5-1-0,,0%,0%,0.0,0%,0.00,0%,265
Dec 16 1969,1.38,0.99,"6' 2""",Bobby Southworth,,10-6-0 (1 NC),Orthodox,39%,65%,1.3,78%,3.98,64%,205
Apr 09 1995,2.04,1.28,"5' 6""",Nate Smith,69,6-1-0,Switch,38%,35%,2.3,0%,0.00,33%,125
Feb 18 1988,4.04,3.12,"6' 11""",Stefan Struve,84,33-13-0,Orthodox,47%,46%,1.7,46%,0.56,55%,265
Oct 08 1977,2.93,0.73,"5' 6""",Jean Silva,,19-12-3 (1 NC),Orthodox,22%,52%,0.0,0%,0.00,0%,160
Sep 06 1982,3.00,2.48,"5' 11""",Claudio Silva,71,14-4-0,Southpaw,42%,46%,1.1,26%,2.85,44%,170
Jun 03 1986,2.61,3.21,"5' 11""",Greg Soto,73,9-4-0,Orthodox,63%,52%,1.0,27%,1.49,44%,170
Dec 25 1974,0.00,0.00,"5' 7""",Yokthai Sithoar,,0-1-0,,0%,0%,0.0,0%,0.00,0%,143
Jun 18 1974,4.20,1.42,"5' 10""",Assuerio Silva,,16-8-0 (1 NC),Orthodox,46%,54%,1.8,34%,2.66,25%,241
Jun 25 1987,4.02,4.24,"5' 10""",Sean Spencer,74,12-6-0,Orthodox,32%,60%,0.0,33%,0.14,68%,170
Feb 23 1988,4.92,4.17,"5' 5""",Jacob Silva,67,6-4-0,Orthodox,44%,56%,0.0,100%,1.51,66%,125
Mar 11 1986,2.96,1.48,"5' 8""",Chris Saunders,,16-8-0,,22%,75%,0.0,100%,3.70,0%,155
Nov 22 1992,3.42,3.95,"5' 11""",Punahele Soriano,72,9-2-0,Southpaw,47%,52%,0.0,57%,1.02,31%,185
Sep 07 1975,1.53,2.23,"6' 1""",Renato Sobral,75,37-11-0,Orthodox,45%,57%,2.6,42%,2.48,65%,205
Mar 29 1994,3.07,2.50,"5' 3""",Cristina Stanciu,,5-2-0,Orthodox,50%,52%,1.7,100%,0.85,40%,115
--,0.53,2.40,"5' 7""",Scott Shaffer,,0-1-0,Orthodox,67%,50%,3.0,0%,0.00,72%,145
Jun 02 1974,2.64,1.98,"5' 6""",Matt Serra,68,11-7-0,Orthodox,39%,46%,0.9,20%,2.05,38%,170
Feb 15 1987,2.96,3.21,"5' 11""",Steven Siler,70,29-16-0,Orthodox,41%,54%,1.6,21%,0.47,55%,145
--,0.00,0.00,--,Gennaro Strangis,,0-1-0,,0%,0%,0.0,0%,0.00,0%,--
Aug 05 1982,3.81,1.44,"6' 2""",Dmitrii Smoliakov,74,9-3-0,Switch,42%,55%,0.0,0%,0.00,75%,253
--,0.00,0.00,--,Adam Steele,,0-1-0,,0%,0%,0.0,0%,0.00,0%,170
Jul 26 1973,2.40,0.30,"5' 9""",Yukio Sakaguchi,,6-7-0,Orthodox,25%,50%,9.0,100%,4.50,0%,185
Feb 03 1977,2.53,2.53,"5' 9""",Ryan Stonitsch,,8-1-0,Southpaw,36%,71%,0.0,0%,0.00,0%,170
--,3.53,2.95,"5' 8""",Walter Smith-Cotito,,4-5-0 (1 NC),,36%,68%,0.0,33%,2.16,57%,135
Aug 17 1965,3.76,1.40,"6' 1""",Masaaki Satake,,1-8-1,Orthodox,35%,41%,0.0,0%,0.00,58%,220
--,2.40,0.53,"5' 6""",Zach Skinner,,10-11-0,Orthodox,50%,32%,1.0,27%,5.00,100%,145
Aug 28 1984,2.17,3.80,"5' 9""",Rick Story,71,19-9-0,Southpaw,41%,62%,0.9,48%,2.53,63%,170
Oct 14 1985,0.76,1.81,"5' 11""",Tony Sims,70,12-4-0,Southpaw,63%,65%,0.7,50%,0.71,50%,155
--,0.00,0.00,--,Daniel Schmitt,,2-3-0,,0%,0%,0.0,0%,0.00,0%,185
Jan 11 1987,2.90,2.14,"6' 0""",Peter Sobotta,75,17-7-1,Southpaw,40%,58%,0.5,32%,1.53,77%,170
Sep 11 1975,2.64,1.32,"5' 8""",Johnny Sampaio,,3-1-0,Orthodox,40%,50%,9.9,50%,9.89,0%,170
--,1.86,0.99,"5' 10""",John Salgado,,4-8-1,,50%,40%,0.0,0%,0.00,50%,170
--,0.00,0.00,"6' 5""",Ron Sparks,,8-3-0,,0%,0%,0.0,0%,0.00,0%,265
Jul 31 1990,5.30,2.60,"6' 7""",Daniel Spitz,82,6-3-0,Orthodox,35%,46%,0.0,66%,0.74,0%,245
Feb 15 1971,1.71,0.86,"6' 0""",Ray Sefo,,2-2-0,Orthodox,31%,72%,0.0,0%,0.00,66%,240
Nov 15 1991,3.28,2.96,"6' 0""",Dustin Stoltzfus,75,14-5-0,Orthodox,41%,46%,0.5,35%,1.76,46%,185
Sep 04 1988,2.19,0.81,"6' 5""",Everett Sims,77,4-1-0,Southpaw,66%,30%,1.2,0%,0.00,42%,260
Sep 16 1990,18.00,6.00,"5' 6""",Don Shainis,67,12-4-0,Orthodox,100%,0%,0.0,0%,0.00,0%,145
Jul 06 1989,2.53,2.95,"6' 3""",Dmitry Sosnovskiy,77,11-0-0,Orthodox,70%,35%,3.2,66%,3.16,100%,240
Jun 23 1988,4.07,1.40,"5' 8""",Mark Striegl,70,18-4-0 (1 NC),Southpaw,45%,40%,0.0,0%,0.00,66%,145
--,0.00,0.00,"6' 0""",Bob Schrijber,,20-17-1,Orthodox,0%,0%,0.0,0%,0.00,0%,240
Jun 17 1977,2.44,0.78,"6' 0""",Andrei Semenov,,34-9-2,Orthodox,15%,60%,0.4,80%,1.74,55%,185
Aug 12 1980,3.50,3.94,"5' 6""",Frankie Saenz,66,13-7-0,Orthodox,47%,52%,0.1,31%,1.74,61%,135
Feb 12 1992,2.83,1.83,"6' 0""",Stefan Sekulic,75,12-4-0,Southpaw,50%,64%,0.5,33%,2.00,25%,170
Oct 04 1990,0.00,0.00,"5' 10""",Erick Sanchez,,8-3-0,,0%,0%,0.0,0%,0.00,0%,145
Jan 31 1985,4.68,0.14,"5' 5""",Shunichi Shimizu,,30-18-11 (1 NC),Orthodox,33%,30%,0.0,0%,0.00,0%,135
Jul 14 1985,0.00,0.00,"6' 1""",Ray Sloan,,8-1-0,,0%,0%,0.0,0%,0.00,0%,205
Oct 14 1986,2.96,4.03,"6' 1""",Saparbeg Safarov,78,9-3-0,Orthodox,48%,47%,0.0,41%,2.52,33%,185
--,5.45,0.00,"6' 3""",Denis Sobolev,,4-7-0,Orthodox,0%,33%,0.0,0%,0.00,0%,216
Sep 11 1977,2.03,1.49,"5' 10""",Sean Salmon,,18-21-0,Southpaw,33%,65%,0.0,50%,4.06,0%,185
--,0.00,0.00,--,Pete Sabala,,3-15-0,,0%,0%,0.0,0%,0.00,0%,135
Dec 02 1993,3.95,2.49,"5' 5""",Karine Silva,67,15-4-0,Orthodox,26%,35%,3.9,33%,1.29,0%,125
--,0.00,0.00,"5' 7""",AJ Siscoe,,1-2-0,,0%,0%,0.0,0%,0.00,0%,135
--,3.94,4.38,--,Nicholas Sergiacomi,,1-1-0,,55%,59%,0.0,0%,0.00,0%,170
Dec 12 1985,4.37,6.61,"5' 6""",Luke Sanders,67,13-5-0,Southpaw,52%,50%,0.2,30%,0.71,72%,135
Apr 22 1978,1.07,1.43,"5' 11""",Eric Schambari,,15-6-0,Orthodox,42%,54%,1.0,42%,3.00,0%,185
Mar 21 1985,1.68,1.68,"6' 1""",John Salter,74,14-3-0,Southpaw,32%,68%,0.5,46%,2.85,66%,185
--,2.53,3.60,"5' 9""",Jonathan Santa Maria,,3-4-0,,51%,74%,0.0,0%,0.00,80%,125
Jan 20 1990,5.67,2.50,"5' 10""",Liudvik Sholinian,71,9-4-1,Orthodox,30%,55%,0.0,0%,0.00,66%,135
--,0.00,0.00,"5' 11""",Joel Sutton,,2-4-1,Orthodox,0%,0%,0.0,0%,0.00,0%,205
Mar 01 1979,4.00,0.00,"5' 9""",Gerald Strebendt,,9-7-0,Orthodox,0%,38%,16.4,0%,0.00,0%,155
--,7.79,3.90,"5' 9""",Greg Scott,,3-4-0,,55%,37%,0.0,100%,11.69,0%,145
Aug 24 1975,1.94,2.45,"5' 7""",Hayato Sakurai,,38-13-2,Orthodox,49%,59%,0.3,69%,1.87,56%,168
Aug 09 1971,4.84,0.94,"6' 2""",Kerry Schall,,24-13-0 (1 NC),Orthodox,11%,63%,0.0,0%,0.00,0%,265
Sep 14 1979,3.09,2.89,"6' 4""",Antonio Silva,82,19-12-1,Orthodox,45%,50%,0.8,29%,0.82,66%,264
Mar 20 1985,0.73,0.67,"5' 7""",Rafael Silva,,28-6-0,,50%,67%,1.0,0%,0.00,25%,135
Nov 20 1997,3.87,3.59,"6' 2""",Edmen Shahbazyan,74,12-3-0,Orthodox,50%,46%,0.5,37%,2.31,65%,185
Mar 19 1982,3.13,1.57,"5' 4""",Maia Stevenson,62,6-5-0,Orthodox,54%,33%,0.0,100%,3.91,50%,115
Jul 13 1989,4.58,4.31,"6' 0""",Bruno Silva,74,22-8-0,Orthodox,48%,44%,0.0,18%,0.66,71%,185
Mar 20 1992,2.27,0.33,"5' 2""",YeDam Seo,63,6-3-0,Orthodox,15%,55%,0.0,0%,0.00,0%,115
May 11 1986,12.12,1.82,"5' 7""",Joseph Sandoval,,7-7-0,Southpaw,42%,60%,0.0,0%,0.00,0%,135
Jan 23 1967,0.54,0.00,"6' 3""",Matt Skelton,,0-1-0,Orthodox,0%,0%,0.0,0%,0.00,66%,265
--,4.17,2.77,"6' 0""",Andre Santos,,38-10-0,,34%,41%,0.0,29%,2.50,75%,170
Nov 07 1973,3.20,0.69,"6' 1""",Curtis Stout,,11-12-1,Southpaw,67%,29%,0.0,0%,0.00,20%,185
Jun 30 1978,2.37,2.54,"6' 0""",Lumumba Sayers,,6-5-0,,41%,48%,2.5,75%,7.63,0%,185
Jun 09 1990,4.25,2.28,"5' 10""",Takashi Sato,73,16-6-0,Southpaw,37%,44%,0.0,50%,0.34,60%,170
Jan 27 1978,10.12,0.00,"6' 1""",Tony Sylvester,,11-3-0,Southpaw,0%,12%,0.0,0%,0.00,0%,225
--,1.85,4.00,"5' 8""",Brian Sleeman,,9-9-1,,48%,70%,0.0,100%,9.23,100%,185
Aug 28 1963,0.00,0.00,"6' 2""",Patrick Smith,,20-17-0,Orthodox,0%,0%,0.0,0%,0.00,0%,225
Dec 12 1977,6.01,3.94,"5' 10""",Evangelista Santos,76,21-18-0,Orthodox,36%,49%,0.4,100%,0.78,50%,170
--,0.00,0.00,"6' 3""",Marcus Silveira,,6-4-0 (1 NC),Orthodox,0%,0%,0.0,0%,0.00,0%,242
Apr 08 1983,3.09,2.72,"6' 3""",Ovince Saint Preux,80,26-16-0,Southpaw,47%,45%,0.5,38%,1.15,66%,205
--,0.93,0.33,"5' 7""",Kyosuke Sasaki,,3-7-4,Southpaw,45%,46%,0.0,0%,0.00,0%,183
Oct 27 1973,1.31,1.20,"6' 10""",Semmy Schilt,,26-14-1,Orthodox,50%,53%,1.1,0%,0.00,47%,265
Nov 11 1970,0.00,0.00,"6' 1""",Tom Sauer,,25-12-0,,0%,0%,0.0,0%,0.00,0%,263
May 19 1983,0.00,0.00,"5' 8""",Adam Schindler,,10-6-0,,0%,0%,0.0,0%,0.00,0%,155
--,0.00,0.00,"5' 5""",Townsend Saunders,,0-2-0,Orthodox,0%,0%,0.0,0%,0.00,0%,170
Oct 10 1992,4.87,3.87,"5' 7""",Richie Santiago,67,7-2-0,Southpaw,49%,42%,0.0,0%,0.00,25%,135
Jul 27 1984,2.99,4.76,"5' 7""",Daniel Straus,71,24-7-0 (1 NC),,43%,57%,1.1,15%,0.84,81%,145
Nov 20 1984,2.93,3.86,"5' 8""",Antonina Shevchenko,67,10-4-0,Southpaw,55%,52%,0.4,42%,0.43,53%,125
Feb 27 1993,3.73,3.31,"6' 1""",Laureano Staropoli,71,9-5-0,Orthodox,34%,54%,0.0,26%,0.83,48%,185
--,0.00,0.00,"6' 3""",Kyle Sturgeon,,0-1-0,Switch,0%,0%,0.0,0%,0.00,0%,225
Aug 07 1973,4.97,2.07,"6' 0""",Jason Suttie,,0-1-0,Orthodox,83%,36%,0.0,0%,0.00,0%,210
Dec 22 1982,1.73,1.30,"5' 4""",Bentley Syler,,5-1-0,Orthodox,18%,79%,0.0,0%,0.00,75%,125
Sep 22 1974,1.88,3.19,"6' 5""",Bob Sapp,,11-20-0,Orthodox,55%,49%,0.0,100%,0.58,72%,350
--,2.80,0.00,"5' 11""",Chris Solomon,,0-0-0,,0%,37%,0.0,0%,0.00,33%,155
Apr 23 1992,0.54,1.07,"6' 2""",Leonardo Silva de Oliveira,,12-4-0,Orthodox,40%,50%,0.0,50%,24.11,0%,185
Nov 16 1989,6.85,6.30,"6' 4""",Chase Sherman,78,16-11-0,Orthodox,46%,51%,0.0,50%,0.10,66%,250
Apr 05 1989,1.96,1.78,"5' 11""",Cole Smith,67,7-2-0,Orthodox,35%,49%,1.7,33%,1.67,45%,135
May 24 1980,3.10,4.94,"6' 2""",Alex Serdyukov,74,8-5-0,Orthodox,48%,46%,1.8,55%,1.84,67%,170
Jan 15 1990,4.46,4.24,"5' 8""",Matt Schnell,70,16-7-0 (1 NC),Orthodox,39%,55%,1.1,44%,0.63,46%,125
Oct 07 1986,0.00,0.00,"5' 6""",Raja Shippen,,18-11-1,,0%,0%,0.0,0%,0.00,0%,145
--,3.33,5.50,"6' 4""",Mike Seal,,13-15-1 (1 NC),Orthodox,68%,50%,0.0,0%,0.00,33%,185
--,0.00,0.00,--,Marlon Sims,,3-4-0,,0%,0%,0.0,0%,0.00,0%,170
--,1.20,1.80,"5' 9""",Masanori Suda,,22-11-3,Orthodox,50%,63%,0.0,0%,0.00,60%,183
Jul 03 1976,0.60,2.60,"6' 0""",Brendan Seguin,,23-19-1,,45%,84%,0.0,62%,5.00,100%,185
Mar 16 1987,1.58,2.17,"5' 9""",Erik Silva,71,9-2-0,Orthodox,71%,40%,0.0,80%,3.94,71%,145
Mar 15 1986,1.27,1.27,"5' 7""",Shang Zhifa,63,32-8-0,Orthodox,32%,60%,0.0,100%,2.00,0%,125
Sep 11 1992,1.92,0.79,"5' 6""",Jamey Simmons,70,7-4-0,Orthodox,21%,74%,0.0,0%,0.00,50%,135
Feb 07 1987,2.87,1.69,"6' 0""",Wagner Silva,,6-3-0,Orthodox,29%,65%,0.0,0%,0.00,58%,170
--,1.82,0.77,"6' 3""",Rubens Xavier,,5-3-0,Orthodox,42%,21%,1.1,40%,2.10,25%,220
Apr 08 1988,5.10,4.30,"6' 1""",Andrew Sanchez,74,13-7-0,Orthodox,43%,50%,0.0,36%,2.55,100%,185
Jan 31 1974,2.63,1.03,"5' 8""",Akira Shoji,,14-17-5,Orthodox,34%,53%,0.4,73%,1.79,82%,195
Jan 01 1995,1.52,3.45,"5' 8""",Jeka Saragih,69,13-2-0,Orthodox,50%,58%,1.0,100%,2.98,0%,155
Feb 28 1998,3.08,2.24,"5' 10""",Xie Bin,71,8-4-0,Orthodox,39%,59%,0.0,45%,4.81,0%,145
Apr 13 1998,5.07,5.20,"5' 8""",Xiao Long,66,24-7-0,Orthodox,40%,58%,0.0,0%,0.00,0%,135
--,0.00,0.00,--,David Smith,,5-1-0,,0%,0%,0.0,0%,0.00,0%,155
Feb 02 1980,6.06,1.51,"6' 0""",Denis Stojnic,,13-3-0 (1 NC),Orthodox,23%,36%,1.0,0%,0.00,80%,245
Oct 24 1991,2.58,2.70,"5' 4""",Liliya Shakirova,65,8-2-0,Orthodox,30%,74%,0.0,0%,0.00,0%,125
--,0.00,0.00,"5' 7""",Greg Stott,,0-1-0,Southpaw,0%,0%,0.0,0%,0.00,0%,220
Aug 26 1994,3.47,1.30,"5' 6""",Gabriel Silva,71,8-2-0,Orthodox,34%,45%,0.5,25%,1.50,38%,135
May 20 1988,4.74,2.83,"5' 11""",Andreas Stahl,,10-4-0,Orthodox,37%,57%,0.0,66%,1.55,80%,170
Aug 01 1986,8.85,3.34,"5' 10""",Mike Stumpf,,11-4-0,,43%,47%,0.8,25%,1.59,33%,170
Nov 20 1984,0.00,0.00,"6' 1""",Gabriel Salinas-Jones,,5-2-1,,0%,0%,0.0,0%,0.00,0%,245
May 12 1987,3.15,3.54,"5' 8""",Austin Springer,71,12-4-0,Orthodox,57%,41%,0.8,40%,3.37,100%,145
Feb 02 1991,1.88,2.57,"5' 6""",Eric Shelton,68,12-6-0,Orthodox,42%,63%,0.2,51%,2.83,46%,125
Jan 25 1983,3.26,3.22,"6' 2""",Ron Stallings,75,14-8-0 (1 NC),Southpaw,60%,51%,0.0,0%,0.00,71%,170
Oct 20 1996,2.99,2.82,"6' 3""",Mario Sousa,79,15-3-0,Orthodox,50%,28%,0.5,25%,0.52,37%,185
--,17.65,5.29,"6' 3""",Ray Seraille,,8-9-0,,27%,41%,0.0,0%,0.00,0%,246
Feb 05 1989,4.58,4.08,"5' 8""",Joaquim Silva,69,12-4-0,Southpaw,39%,55%,0.6,50%,0.21,65%,155
--,0.00,0.00,"5' 5""",Jeri Sitzes,,3-1-0,,0%,0%,0.0,0%,0.00,0%,125
Jan 31 1989,2.42,1.41,"6' 0""",Kyle Stewart,76,11-3-0,Orthodox,35%,43%,0.0,20%,1.32,60%,170
--,0.00,0.00,--,Adam Smith,,0-3-0,,0%,0%,0.0,0%,0.00,0%,--
--,0.00,0.00,"5' 7""",Bobby Sanchez,,10-35-0,Orthodox,0%,100%,0.0,0%,0.00,100%,155
Mar 31 1982,5.90,0.09,"5' 11""",Fabio Silva,,1-8-0,Orthodox,11%,38%,0.0,0%,0.00,0%,205
Jun 30 1972,3.20,1.31,"6' 3""",Fabiano Scherner,,11-10-0 (3 NC),Orthodox,31%,38%,0.0,33%,1.09,40%,257
Dec 04 1991,11.73,4.09,"6' 0""",Danilo Suzart,,9-2-0,Orthodox,55%,51%,0.0,0%,0.00,0%,260
Nov 22 1970,0.00,0.00,"5' 4""",Joe Son,,0-4-0,Orthodox,0%,0%,0.0,0%,0.00,0%,236
Oct 09 1980,2.62,1.69,"6' 1""",Jorge Santiago,75,25-12-0,Orthodox,35%,56%,0.8,30%,0.58,52%,170
Aug 02 1977,3.13,3.37,"6' 1""",Krzysztof Soszynski,77,26-12-1,Open Stance,39%,58%,1.0,25%,0.52,71%,205
Oct 19 1983,4.57,7.09,"6' 0""",Gokhan Saki,73,1-2-0,Orthodox,58%,53%,0.0,0%,0.00,100%,205
Nov 07 1991,3.53,2.20,"5' 5""",Rama Supandhi,66,8-4-0,Southpaw,42%,48%,0.0,11%,1.00,0%,125
Jan 30 1991,3.20,0.80,"5' 9""",Daniel Swain,70,20-10-1,Orthodox,44%,40%,6.0,0%,0.00,0%,145
Nov 09 1989,3.39,4.19,"5' 6""",Cody Stamann,64,20-5-1,Orthodox,47%,63%,0.0,42%,2.76,75%,135
Mar 05 1976,2.61,4.23,"6' 8""",Tim Sylvia,80,31-10-0 (1 NC),Orthodox,41%,61%,0.1,100%,0.11,75%,265
May 05 1981,1.86,3.92,"6' 3""",Steve Steinbeiss,75,9-4-0,Orthodox,55%,49%,0.0,50%,0.44,58%,185
Jul 14 1969,2.03,1.26,"6' 0""",Kazushi Sakuraba,,26-17-1 (2 NC),Southpaw,41%,51%,1.7,31%,1.26,48%,185
Aug 11 1990,4.17,4.45,"5' 9""",Emmanuel Sanchez,71,15-3-0,,35%,55%,0.5,6%,0.25,16%,145
Oct 17 1984,2.91,4.65,"6' 0""",Edimilson Souza,74,15-5-0,Orthodox,44%,58%,0.0,0%,0.00,50%,145
Sep 26 1986,0.81,0.51,"6' 0""",Matt Secor,,8-4-0,,20%,50%,3.0,100%,3.03,0%,170
Mar 31 1985,0.96,0.57,"5' 6""",Yusup Saadulaev,,16-4-1 (1 NC),,45%,66%,1.0,60%,5.73,0%,135
--,0.00,0.00,"5' 9""",Mark Schultz,,1-1-0,Orthodox,0%,0%,0.0,0%,0.00,0%,200
Feb 09 1975,2.14,4.29,"6' 3""",Wade Shipp,,11-5-0,Orthodox,86%,0%,0.0,0%,0.00,75%,245
Mar 27 1978,1.73,0.00,"5' 9""",Nick Serra,,7-3-0,Orthodox,0%,43%,2.0,10%,1.00,0%,170
Mar 07 1996,5.30,3.73,"5' 10""",Bruno Souza,70,10-3-0,Orthodox,39%,45%,0.0,16%,0.50,60%,145
May 29 1991,5.28,5.03,"5' 7""",Jesse Strader,70,5-3-0,Orthodox,51%,47%,0.0,57%,3.87,100%,135
Feb 03 1997,1.85,5.33,"5' 4""",Natalia Silva,65,14-5-1,Southpaw,54%,66%,0.0,33%,1.13,92%,125
Apr 01 1993,7.63,5.10,"5' 6""",Jin Soo Son,69,9-4-0,Orthodox,36%,52%,0.0,25%,1.50,100%,135
Aug 24 1991,3.42,3.42,"6' 5""",Ryan Spann,79,21-7-0,Orthodox,44%,48%,1.8,35%,1.46,50%,205
May 30 1995,2.32,0.46,"6' 2""",Jansey Silva,67,7-2-0,Orthodox,40%,33%,0.0,0%,0.00,0%,185
Feb 15 1984,5.02,2.95,"5' 8""",Alex Soto,,8-3-1,Southpaw,25%,59%,0.0,30%,2.82,0%,135
Nov 15 1989,1.75,1.40,"6' 1""",Josh Shockley,,11-4-0,Orthodox,33%,60%,0.8,0%,0.00,61%,155
Jul 06 1987,2.84,3.16,"6' 3""",Hans Stringer,,22-8-3,Orthodox,61%,41%,0.0,36%,2.40,62%,205
Dec 13 1961,0.47,0.41,"6' 2""",Maurice Smith,,12-14-0,Orthodox,46%,60%,0.9,50%,0.89,20%,221
--,0.00,0.00,"5' 10""",Aji Susilo,,6-4-0,,0%,0%,0.0,0%,0.00,0%,155
Dec 19 1990,1.45,4.82,"5' 5""",Tatiana Suarez,66,9-0-0,Southpaw,65%,48%,0.6,62%,6.47,100%,115
Mar 05 1991,0.82,0.66,"5' 6""",Jeimeson Saudino,,8-5-0,,30%,84%,2.5,50%,2.47,0%,135
Nov 29 1990,4.54,3.21,"5' 6""",Felicia Spencer,68,9-3-0,Orthodox,48%,45%,0.2,18%,1.18,27%,145
--,2.40,0.00,"6' 2""",Magomed Sultanakhmedov,,18-6-0,Southpaw,0%,42%,9.0,100%,9.00,0%,185
Nov 09 1990,1.50,1.67,"5' 8""",Pat Sabatini,70,17-4-0,Orthodox,55%,52%,1.9,42%,3.75,42%,145
Mar 31 1993,0.20,2.07,"5' 10""",Danny Sabatello,71,9-1-0,Orthodox,57%,25%,1.0,75%,3.00,100%,135
Mar 13 1981,2.42,3.53,"6' 0""",George Sullivan,73,17-7-0 (1 NC),Orthodox,39%,57%,0.7,20%,1.37,38%,170
Aug 17 1982,8.41,7.56,"5' 9""",Leslie Smith,66,10-7-1,Orthodox,40%,51%,0.0,0%,0.00,62%,135
Jul 24 1996,7.15,8.43,"5' 7""",Vinicius Salvador,70,14-4-0,Southpaw,45%,61%,0.0,0%,0.00,100%,125
--,0.00,0.00,"5' 10""",Chad W. Saunders,,7-2-0,Orthodox,0%,0%,0.0,0%,0.00,0%,170
Dec 04 1990,2.15,2.71,"5' 4""",Roldan Sangcha'an,,4-2-0,Orthodox,46%,51%,0.0,60%,1.94,68%,125
Jan 28 1986,6.08,2.88,"5' 10""",Brandon Saling,,8-6-0,,40%,20%,0.0,0%,0.00,57%,170
--,0.00,0.00,"5' 10""",Josh San Diego,,8-3-0,,0%,0%,0.0,0%,0.00,0%,135
